OrderID,OrderDate,ProductID,RegionID,CustomerID,Quantity,UnitPrice,Discount,SalesAmount,COGS,Profit
SO02197,2024-02-08,P015,R02,C0099,8,119.00,0.00,952.00,304.00,648.00
SO02296,2024-02-08,P012,R03,C0033,1,49.00,0.05,46.55,14.00,32.55
SO01949,2024-02-09,P012,R05,C0150,1,49.00,0.00,49.00,14.00,35.00
SO02262,2024-02-09,P006,R08,C0029,1,179.00,0.15,152.15,55.00,97.15
SO02457,2024-02-09,P009,R04,C0050,2,99.00,0.10,178.20,68.00,110.20
SO02468,2024-02-09,P002,R07,C0024,1,399.00,0.10,359.10,180.00,179.10
SO02633,2024-02-09,P017,R08,C0052,1,199.00,0.00,199.00,65.00,134.00
SO01814,2024-02-10,P001,R05,C0005,4,699.00,0.00,2796.00,1280.00,1516.00
SO03839,2024-02-10,P016,R05,C0086,5,95.00,0.00,475.00,150.00,325.00
SO00996,2024-02-11,P017,R05,C0094,2,199.00,0.20,318.40,130.00,188.40
SO01376,2024-02-11,P008,R05,C0092,1,299.00,0.15,254.15,95.00,159.15
SO02330,2024-02-11,P003,R02,C0072,4,1199.00,0.00,4796.00,2560.00,2236.00
SO03353,2024-02-11,P005,R06,C0169,1,89.00,0.15,75.65,28.00,47.65
SO03659,2024-02-11,P020,R03,C0129,3,29.00,0.05,82.65,24.00,58.65
SO00150,2024-02-12,P006,R03,C0080,1,179.00,0.00,179.00,55.00,124.00
SO01340,2024-02-13,P015,R07,C0137,5,119.00,0.00,595.00,190.00,405.00
SO03481,2024-02-13,P009,R01,C0040,1,99.00,0.00,99.00,34.00,65.00
SO00013,2024-02-14,P007,R08,C0045,2,129.00,0.05,245.10,84.00,161.10
SO01523,2024-02-14,P007,R08,C0089,4,129.00,0.10,464.40,168.00,296.40
SO02338,2024-02-14,P012,R02,C0088,2,49.00,0.00,98.00,28.00,70.00
SO03797,2024-02-14,P018,R02,C0011,1,89.00,0.00,89.00,28.00,61.00
SO01348,2024-02-15,P001,R02,C0166,2,699.00,0.00,1398.00,640.00,758.00
SO02174,2024-02-15,P010,R08,C0176,4,69.00,0.00,276.00,88.00,188.00
SO02884,2024-02-15,P003,R08,C0011,5,1199.00,0.05,5695.25,3200.00,2495.25
SO03364,2024-02-15,P011,R07,C0113,2,39.00,0.05,74.10,24.00,50.10
SO00145,2024-02-16,P016,R01,C0061,3,95.00,0.00,285.00,90.00,195.00
SO00265,2024-02-16,P008,R06,C0179,12,299.00,0.00,3588.00,1140.00,2448.00
SO02230,2024-02-16,P009,R06,C0066,3,99.00,0.00,297.00,102.00,195.00
SO00357,2024-02-17,P009,R05,C0119,1,99.00,0.15,84.15,34.00,50.15
SO01336,2024-02-17,P006,R06,C0048,2,179.00,0.00,358.00,110.00,248.00
SO02544,2024-02-17,P008,R03,C0099,1,299.00,0.10,269.10,95.00,174.10
SO02736,2024-02-17,P017,R04,C0060,1,199.00,0.10,179.10,65.00,114.10
SO02778,2024-02-17,P011,R08,C0121,8,39.00,0.00,312.00,96.00,216.00
SO02971,2024-02-17,P017,R05,C0136,1,199.00,0.20,159.20,65.00,94.20
SO00464,2024-02-18,P018,R08,C0016,1,89.00,0.00,89.00,28.00,61.00
SO01626,2024-02-18,P002,R08,C0136,2,399.00,0.00,798.00,360.00,438.00
SO02118,2024-02-18,P015,R02,C0150,3,119.00,0.00,357.00,114.00,243.00
SO00247,2024-02-19,P004,R04,C0150,2,1899.00,0.00,3798.00,1960.00,1838.00
SO02096,2024-02-19,P012,R06,C0029,1,49.00,0.00,49.00,14.00,35.00
SO02229,2024-02-19,P001,R01,C0077,1,699.00,0.00,699.00,320.00,379.00
SO02843,2024-02-19,P006,R08,C0121,3,179.00,0.10,483.30,165.00,318.30
SO03410,2024-02-19,P013,R08,C0013,1,329.00,0.00,329.00,110.00,219.00
SO02659,2024-02-20,P015,R02,C0157,1,119.00,0.10,107.10,38.00,69.10
SO03584,2024-02-20,P008,R02,C0077,1,299.00,0.05,284.05,95.00,189.05
SO00552,2024-02-21,P012,R05,C0048,12,49.00,0.00,588.00,168.00,420.00
SO01661,2024-02-21,P014,R05,C0039,8,499.00,0.05,3792.40,1440.00,2352.40
SO02012,2024-02-21,P020,R03,C0083,2,29.00,0.00,58.00,16.00,42.00
SO01509,2024-02-22,P016,R02,C0084,2,95.00,0.00,190.00,60.00,130.00
SO02080,2024-02-22,P017,R01,C0148,4,199.00,0.05,756.20,260.00,496.20
SO02349,2024-02-22,P005,R06,C0166,3,89.00,0.00,267.00,84.00,183.00
SO03405,2024-02-22,P011,R05,C0042,2,39.00,0.15,66.30,24.00,42.30
SO00730,2024-02-23,P006,R07,C0078,3,179.00,0.10,483.30,165.00,318.30
SO00764,2024-02-23,P002,R07,C0039,3,399.00,0.05,1137.15,540.00,597.15
SO00923,2024-02-23,P007,R03,C0099,1,129.00,0.20,103.20,42.00,61.20
SO02381,2024-02-23,P018,R05,C0091,1,89.00,0.20,71.20,28.00,43.20
SO00581,2024-02-24,P002,R07,C0077,1,399.00,0.15,339.15,180.00,159.15
SO00888,2024-02-24,P001,R04,C0019,2,699.00,0.05,1328.10,640.00,688.10
SO01390,2024-02-24,P016,R05,C0034,1,95.00,0.00,95.00,30.00,65.00
SO03199,2024-02-24,P017,R02,C0166,1,199.00,0.00,199.00,65.00,134.00
SO03682,2024-02-24,P020,R05,C0076,1,29.00,0.05,27.55,8.00,19.55
SO00865,2024-02-25,P015,R07,C0153,1,119.00,0.00,119.00,38.00,81.00
SO01693,2024-02-25,P020,R05,C0001,3,29.00,0.00,87.00,24.00,63.00
SO01722,2024-02-25,P002,R02,C0098,1,399.00,0.00,399.00,180.00,219.00
SO02754,2024-02-25,P006,R02,C0175,1,179.00,0.05,170.05,55.00,115.05
SO00498,2024-02-26,P018,R05,C0130,1,89.00,0.00,89.00,28.00,61.00
SO01254,2024-02-26,P009,R05,C0008,2,99.00,0.00,198.00,68.00,130.00
SO01521,2024-02-26,P013,R06,C0157,2,329.00,0.05,625.10,220.00,405.10
SO02345,2024-02-26,P020,R07,C0039,1,29.00,0.00,29.00,8.00,21.00
SO00749,2024-02-27,P015,R03,C0131,8,119.00,0.05,904.40,304.00,600.40
SO00948,2024-02-27,P020,R02,C0023,5,29.00,0.05,137.75,40.00,97.75
SO01007,2024-02-27,P008,R01,C0026,5,299.00,0.20,1196.00,475.00,721.00
SO02833,2024-02-27,P012,R01,C0034,1,49.00,0.00,49.00,14.00,35.00
SO00320,2024-02-28,P011,R04,C0130,3,39.00,0.00,117.00,36.00,81.00
SO02325,2024-02-28,P015,R03,C0094,4,119.00,0.00,476.00,152.00,324.00
SO00174,2024-02-29,P002,R03,C0072,12,399.00,0.05,4548.60,2160.00,2388.60
SO00883,2024-02-29,P011,R01,C0158,2,39.00,0.10,70.20,24.00,46.20
SO01561,2024-02-29,P002,R04,C0176,1,399.00,0.00,399.00,180.00,219.00
SO03136,2024-02-29,P003,R02,C0126,1,1199.00,0.20,959.20,640.00,319.20
SO01267,2024-03-01,P020,R06,C0143,2,29.00,0.00,58.00,16.00,42.00
SO02335,2024-03-01,P007,R07,C0053,2,129.00,0.10,232.20,84.00,148.20
SO02482,2024-03-01,P014,R02,C0048,1,499.00,0.00,499.00,180.00,319.00
SO03069,2024-03-01,P009,R07,C0047,2,99.00,0.15,168.30,68.00,100.30
SO03209,2024-03-01,P015,R02,C0087,1,119.00,0.00,119.00,38.00,81.00
SO00658,2024-03-02,P017,R02,C0039,1,199.00,0.00,199.00,65.00,134.00
SO00739,2024-03-02,P002,R02,C0063,1,399.00,0.00,399.00,180.00,219.00
SO03088,2024-03-02,P020,R08,C0146,2,29.00,0.05,55.10,16.00,39.10
SO03504,2024-03-02,P005,R08,C0128,1,89.00,0.10,80.10,28.00,52.10
SO03893,2024-03-02,P015,R08,C0131,2,119.00,0.00,238.00,76.00,162.00
SO00277,2024-03-03,P020,R01,C0115,1,29.00,0.05,27.55,8.00,19.55
SO01639,2024-03-03,P018,R05,C0174,4,89.00,0.00,356.00,112.00,244.00
SO02611,2024-03-03,P012,R04,C0046,4,49.00,0.00,196.00,56.00,140.00
SO03054,2024-03-03,P012,R01,C0048,1,49.00,0.00,49.00,14.00,35.00
SO03255,2024-03-03,P001,R04,C0039,5,699.00,0.10,3145.50,1600.00,1545.50
SO03329,2024-03-03,P010,R05,C0164,2,69.00,0.00,138.00,44.00,94.00
SO03898,2024-03-03,P020,R06,C0176,5,29.00,0.00,145.00,40.00,105.00
SO02038,2024-03-04,P006,R03,C0109,1,179.00,0.10,161.10,55.00,106.10
SO03278,2024-03-04,P010,R01,C0169,3,69.00,0.00,207.00,66.00,141.00
SO03648,2024-03-04,P003,R04,C0118,2,1199.00,0.05,2278.10,1280.00,998.10
SO03902,2024-03-04,P019,R06,C0100,8,79.00,0.15,537.20,192.00,345.20
SO00668,2024-03-05,P011,R07,C0052,2,39.00,0.00,78.00,24.00,54.00
SO01428,2024-03-05,P013,R04,C0114,2,329.00,0.15,559.30,220.00,339.30
SO02071,2024-03-05,P007,R02,C0179,3,129.00,0.00,387.00,126.00,261.00
SO02600,2024-03-05,P001,R04,C0022,1,699.00,0.00,699.00,320.00,379.00
SO02625,2024-03-05,P001,R07,C0088,1,699.00,0.05,664.05,320.00,344.05
SO02674,2024-03-05,P007,R02,C0171,4,129.00,0.10,464.40,168.00,296.40
SO03067,2024-03-05,P018,R04,C0020,4,89.00,0.10,320.40,112.00,208.40
SO03449,2024-03-05,P008,R07,C0169,5,299.00,0.00,1495.00,475.00,1020.00
SO00418,2024-03-06,P005,R08,C0019,2,89.00,0.15,151.30,56.00,95.30
SO00981,2024-03-06,P009,R01,C0139,5,99.00,0.15,420.75,170.00,250.75
SO01013,2024-03-06,P017,R06,C0147,1,199.00,0.00,199.00,65.00,134.00
SO01022,2024-03-06,P019,R04,C0092,1,79.00,0.00,79.00,24.00,55.00
SO02489,2024-03-06,P018,R03,C0163,3,89.00,0.15,226.95,84.00,142.95
SO03511,2024-03-06,P010,R01,C0049,1,69.00,0.05,65.55,22.00,43.55
SO00987,2024-03-07,P020,R08,C0158,1,29.00,0.10,26.10,8.00,18.10
SO03838,2024-03-07,P006,R02,C0069,1,179.00,0.05,170.05,55.00,115.05
SO00254,2024-03-08,P015,R03,C0084,1,119.00,0.00,119.00,38.00,81.00
SO00896,2024-03-08,P009,R05,C0042,1,99.00,0.10,89.10,34.00,55.10
SO02926,2024-03-08,P018,R03,C0021,2,89.00,0.00,178.00,56.00,122.00
SO03536,2024-03-08,P013,R07,C0157,2,329.00,0.20,526.40,220.00,306.40
SO00106,2024-03-09,P018,R02,C0099,4,89.00,0.00,356.00,112.00,244.00
SO01656,2024-03-09,P003,R05,C0092,1,1199.00,0.10,1079.10,640.00,439.10
SO01750,2024-03-09,P019,R05,C0175,2,79.00,0.00,158.00,48.00,110.00
SO03049,2024-03-09,P008,R02,C0033,1,299.00,0.00,299.00,95.00,204.00
SO03799,2024-03-09,P006,R05,C0128,1,179.00,0.10,161.10,55.00,106.10
SO01798,2024-03-10,P015,R03,C0152,1,119.00,0.00,119.00,38.00,81.00
SO02240,2024-03-10,P002,R02,C0039,2,399.00,0.15,678.30,360.00,318.30
SO02839,2024-03-10,P019,R04,C0105,1,79.00,0.00,79.00,24.00,55.00
SO03939,2024-03-10,P017,R01,C0022,1,199.00,0.05,189.05,65.00,124.05
SO00165,2024-03-11,P009,R03,C0114,1,99.00,0.05,94.05,34.00,60.05
SO00582,2024-03-11,P009,R04,C0166,1,99.00,0.10,89.10,34.00,55.10
SO01335,2024-03-11,P003,R06,C0050,1,1199.00,0.00,1199.00,640.00,559.00
SO03381,2024-03-11,P009,R08,C0004,1,99.00,0.05,94.05,34.00,60.05
SO00371,2024-03-12,P002,R06,C0101,2,399.00,0.00,798.00,360.00,438.00
SO01220,2024-03-12,P019,R06,C0134,5,79.00,0.00,395.00,120.00,275.00
SO01673,2024-03-12,P019,R05,C0171,2,79.00,0.15,134.30,48.00,86.30
SO02194,2024-03-12,P012,R07,C0062,1,49.00,0.05,46.55,14.00,32.55
SO02226,2024-03-12,P012,R01,C0025,1,49.00,0.10,44.10,14.00,30.10
SO03502,2024-03-12,P019,R06,C0006,1,79.00,0.00,79.00,24.00,55.00
SO00697,2024-03-13,P004,R03,C0118,3,1899.00,0.10,5127.30,2940.00,2187.30
SO01090,2024-03-13,P019,R03,C0140,1,79.00,0.00,79.00,24.00,55.00
SO01214,2024-03-13,P010,R02,C0176,3,69.00,0.00,207.00,66.00,141.00
SO01238,2024-03-13,P014,R04,C0177,1,499.00,0.05,474.05,180.00,294.05
SO01600,2024-03-13,P002,R02,C0177,2,399.00,0.00,798.00,360.00,438.00
SO02288,2024-03-13,P008,R05,C0167,5,299.00,0.00,1495.00,475.00,1020.00
SO02711,2024-03-13,P019,R08,C0177,2,79.00,0.15,134.30,48.00,86.30
SO00455,2024-03-14,P001,R05,C0002,2,699.00,0.15,1188.30,640.00,548.30
SO00629,2024-03-14,P004,R03,C0036,4,1899.00,0.00,7596.00,3920.00,3676.00
SO02005,2024-03-14,P006,R04,C0074,1,179.00,0.00,179.00,55.00,124.00
SO02883,2024-03-14,P003,R02,C0078,3,1199.00,0.00,3597.00,1920.00,1677.00
SO03516,2024-03-14,P012,R02,C0146,4,49.00,0.00,196.00,56.00,140.00
SO03972,2024-03-14,P006,R06,C0080,1,179.00,0.10,161.10,55.00,106.10
SO00745,2024-03-15,P013,R08,C0115,4,329.00,0.05,1250.20,440.00,810.20
SO00799,2024-03-15,P009,R04,C0031,4,99.00,0.00,396.00,136.00,260.00
SO01628,2024-03-16,P017,R03,C0019,1,199.00,0.20,159.20,65.00,94.20
SO03143,2024-03-16,P012,R04,C0046,2,49.00,0.00,98.00,28.00,70.00
SO03639,2024-03-16,P020,R04,C0085,2,29.00,0.00,58.00,16.00,42.00
SO03732,2024-03-16,P016,R08,C0037,1,95.00,0.00,95.00,30.00,65.00
SO01051,2024-03-17,P018,R05,C0168,4,89.00,0.00,356.00,112.00,244.00
SO01895,2024-03-17,P001,R08,C0030,1,699.00,0.00,699.00,320.00,379.00
SO02801,2024-03-17,P010,R05,C0038,4,69.00,0.20,220.80,88.00,132.80
SO00179,2024-03-18,P002,R07,C0111,2,399.00,0.00,798.00,360.00,438.00
SO00339,2024-03-18,P019,R08,C0086,1,79.00,0.20,63.20,24.00,39.20
SO00635,2024-03-18,P018,R06,C0079,4,89.00,0.00,356.00,112.00,244.00
SO00711,2024-03-18,P016,R08,C0153,4,95.00,0.00,380.00,120.00,260.00
SO00767,2024-03-18,P012,R07,C0031,12,49.00,0.15,499.80,168.00,331.80
SO02065,2024-03-18,P010,R08,C0053,1,69.00,0.10,62.10,22.00,40.10
SO02099,2024-03-18,P008,R07,C0083,3,299.00,0.05,852.15,285.00,567.15
SO03404,2024-03-18,P020,R06,C0106,8,29.00,0.15,197.20,64.00,133.20
SO03695,2024-03-18,P015,R01,C0150,8,119.00,0.00,952.00,304.00,648.00
SO03777,2024-03-18,P015,R08,C0166,2,119.00,0.00,238.00,76.00,162.00
SO01622,2024-03-19,P017,R02,C0063,3,199.00,0.20,477.60,195.00,282.60
SO02356,2024-03-19,P018,R04,C0147,1,89.00,0.10,80.10,28.00,52.10
SO02783,2024-03-19,P007,R04,C0153,2,129.00,0.00,258.00,84.00,174.00
SO02846,2024-03-19,P005,R02,C0004,12,89.00,0.00,1068.00,336.00,732.00
SO03552,2024-03-19,P003,R04,C0083,1,1199.00,0.10,1079.10,640.00,439.10
SO03782,2024-03-19,P011,R05,C0146,5,39.00,0.15,165.75,60.00,105.75
SO03960,2024-03-19,P008,R02,C0148,4,299.00,0.00,1196.00,380.00,816.00
SO00699,2024-03-20,P018,R03,C0141,3,89.00,0.00,267.00,84.00,183.00
SO01792,2024-03-20,P020,R03,C0109,2,29.00,0.10,52.20,16.00,36.20
SO03360,2024-03-20,P012,R04,C0035,1,49.00,0.00,49.00,14.00,35.00
SO00172,2024-03-21,P010,R08,C0175,3,69.00,0.00,207.00,66.00,141.00
SO00271,2024-03-21,P010,R02,C0128,3,69.00,0.00,207.00,66.00,141.00
SO01142,2024-03-21,P012,R05,C0082,1,49.00,0.00,49.00,14.00,35.00
SO03992,2024-03-21,P012,R05,C0144,1,49.00,0.20,39.20,14.00,25.20
SO00222,2024-03-22,P006,R02,C0046,2,179.00,0.05,340.10,110.00,230.10
SO00836,2024-03-22,P018,R01,C0143,1,89.00,0.10,80.10,28.00,52.10
SO01024,2024-03-22,P011,R03,C0114,8,39.00,0.00,312.00,96.00,216.00
SO01998,2024-03-22,P002,R01,C0091,1,399.00,0.00,399.00,180.00,219.00
SO03580,2024-03-22,P014,R08,C0002,1,499.00,0.20,399.20,180.00,219.20
SO03834,2024-03-22,P001,R06,C0112,2,699.00,0.05,1328.10,640.00,688.10
SO00925,2024-03-23,P020,R05,C0059,8,29.00,0.00,232.00,64.00,168.00
SO00933,2024-03-23,P016,R07,C0136,8,95.00,0.00,760.00,240.00,520.00
SO01409,2024-03-23,P020,R06,C0097,3,29.00,0.00,87.00,24.00,63.00
SO01675,2024-03-23,P014,R03,C0028,4,499.00,0.10,1796.40,720.00,1076.40
SO02090,2024-03-23,P020,R07,C0096,1,29.00,0.00,29.00,8.00,21.00
SO02372,2024-03-23,P009,R01,C0018,1,99.00,0.15,84.15,34.00,50.15
SO02871,2024-03-23,P011,R08,C0066,5,39.00,0.00,195.00,60.00,135.00
SO03443,2024-03-23,P004,R02,C0055,2,1899.00,0.00,3798.00,1960.00,1838.00
SO03751,2024-03-23,P011,R03,C0177,3,39.00,0.15,99.45,36.00,63.45
SO03967,2024-03-23,P015,R03,C0169,2,119.00,0.00,238.00,76.00,162.00
SO00975,2024-03-24,P014,R02,C0165,1,499.00,0.05,474.05,180.00,294.05
SO03555,2024-03-24,P010,R02,C0004,2,69.00,0.00,138.00,44.00,94.00
SO00471,2024-03-25,P004,R02,C0173,1,1899.00,0.00,1899.00,980.00,919.00
SO00835,2024-03-25,P008,R05,C0047,3,299.00,0.10,807.30,285.00,522.30
SO01367,2024-03-25,P006,R06,C0040,3,179.00,0.10,483.30,165.00,318.30
SO02474,2024-03-25,P009,R08,C0014,8,99.00,0.10,712.80,272.00,440.80
SO02616,2024-03-25,P011,R04,C0064,1,39.00,0.00,39.00,12.00,27.00
SO03036,2024-03-25,P018,R01,C0098,1,89.00,0.00,89.00,28.00,61.00
SO03545,2024-03-25,P016,R04,C0014,4,95.00,0.10,342.00,120.00,222.00
SO03614,2024-03-25,P001,R01,C0102,3,699.00,0.20,1677.60,960.00,717.60
SO01573,2024-03-26,P004,R02,C0088,8,1899.00,0.00,15192.00,7840.00,7352.00
SO03752,2024-03-26,P017,R06,C0042,1,199.00,0.00,199.00,65.00,134.00
SO00437,2024-03-27,P001,R05,C0160,2,699.00,0.10,1258.20,640.00,618.20
SO01712,2024-03-27,P002,R08,C0164,1,399.00,0.15,339.15,180.00,159.15
SO00381,2024-03-28,P014,R06,C0142,1,499.00,0.00,499.00,180.00,319.00
SO00623,2024-03-28,P016,R08,C0012,1,95.00,0.05,90.25,30.00,60.25
SO01840,2024-03-28,P010,R05,C0104,1,69.00,0.00,69.00,22.00,47.00
SO01944,2024-03-29,P011,R03,C0175,1,39.00,0.00,39.00,12.00,27.00
SO02761,2024-03-29,P006,R08,C0062,1,179.00,0.05,170.05,55.00,115.05
SO03231,2024-03-29,P009,R07,C0027,3,99.00,0.05,282.15,102.00,180.15
SO00142,2024-03-30,P008,R02,C0111,2,299.00,0.10,538.20,190.00,348.20
SO00397,2024-03-30,P005,R08,C0085,1,89.00,0.00,89.00,28.00,61.00
SO00466,2024-03-30,P007,R04,C0070,2,129.00,0.00,258.00,84.00,174.00
SO00655,2024-03-30,P015,R03,C0063,2,119.00,0.05,226.10,76.00,150.10
SO01582,2024-03-30,P008,R07,C0105,2,299.00,0.20,478.40,190.00,288.40
SO02672,2024-03-30,P004,R06,C0056,1,1899.00,0.05,1804.05,980.00,824.05
SO03558,2024-03-30,P020,R01,C0031,5,29.00,0.05,137.75,40.00,97.75
SO03749,2024-03-30,P018,R08,C0148,3,89.00,0.00,267.00,84.00,183.00
SO03879,2024-03-30,P003,R04,C0003,3,1199.00,0.00,3597.00,1920.00,1677.00
SO00625,2024-03-31,P005,R06,C0071,4,89.00,0.05,338.20,112.00,226.20
SO00855,2024-03-31,P011,R02,C0161,1,39.00,0.00,39.00,12.00,27.00
SO01947,2024-03-31,P008,R02,C0155,2,299.00,0.05,568.10,190.00,378.10
SO02453,2024-03-31,P010,R07,C0131,3,69.00,0.20,165.60,66.00,99.60
SO00086,2024-04-01,P016,R03,C0049,8,95.00,0.15,646.00,240.00,406.00
SO00610,2024-04-01,P013,R04,C0134,2,329.00,0.05,625.10,220.00,405.10
SO02237,2024-04-01,P006,R06,C0066,1,179.00,0.10,161.10,55.00,106.10
SO03027,2024-04-01,P004,R03,C0039,4,1899.00,0.00,7596.00,3920.00,3676.00
SO03606,2024-04-01,P002,R05,C0077,2,399.00,0.00,798.00,360.00,438.00
SO00195,2024-04-02,P019,R04,C0174,4,79.00,0.00,316.00,96.00,220.00
SO00480,2024-04-02,P019,R03,C0101,2,79.00,0.00,158.00,48.00,110.00
SO00546,2024-04-02,P017,R07,C0136,1,199.00,0.10,179.10,65.00,114.10
SO01037,2024-04-02,P007,R06,C0051,4,129.00,0.00,516.00,168.00,348.00
SO01749,2024-04-02,P009,R04,C0062,1,99.00,0.10,89.10,34.00,55.10
SO02739,2024-04-02,P012,R02,C0141,3,49.00,0.00,147.00,42.00,105.00
SO02742,2024-04-02,P016,R08,C0028,2,95.00,0.00,190.00,60.00,130.00
SO03643,2024-04-02,P017,R02,C0165,8,199.00,0.10,1432.80,520.00,912.80
SO03843,2024-04-02,P004,R01,C0159,1,1899.00,0.00,1899.00,980.00,919.00
SO00228,2024-04-03,P002,R02,C0046,2,399.00,0.00,798.00,360.00,438.00
SO00329,2024-04-03,P014,R07,C0167,3,499.00,0.00,1497.00,540.00,957.00
SO00524,2024-04-03,P009,R07,C0023,2,99.00,0.00,198.00,68.00,130.00
SO00611,2024-04-03,P013,R06,C0003,1,329.00,0.00,329.00,110.00,219.00
SO02396,2024-04-03,P001,R02,C0005,2,699.00,0.00,1398.00,640.00,758.00
SO03182,2024-04-03,P013,R08,C0084,3,329.00,0.00,987.00,330.00,657.00
SO03846,2024-04-03,P015,R08,C0178,1,119.00,0.00,119.00,38.00,81.00
SO00920,2024-04-04,P009,R08,C0054,2,99.00,0.00,198.00,68.00,130.00
SO03495,2024-04-04,P001,R07,C0104,1,699.00,0.15,594.15,320.00,274.15
SO03525,2024-04-04,P020,R02,C0054,2,29.00,0.00,58.00,16.00,42.00
SO00041,2024-04-05,P010,R02,C0170,1,69.00,0.05,65.55,22.00,43.55
SO01204,2024-04-05,P013,R06,C0087,1,329.00,0.00,329.00,110.00,219.00
SO01917,2024-04-05,P011,R08,C0041,5,39.00,0.00,195.00,60.00,135.00
SO02522,2024-04-05,P020,R02,C0099,3,29.00,0.00,87.00,24.00,63.00
SO02881,2024-04-05,P003,R01,C0009,1,1199.00,0.00,1199.00,640.00,559.00
SO03324,2024-04-05,P002,R06,C0168,1,399.00,0.00,399.00,180.00,219.00
SO03342,2024-04-05,P003,R08,C0052,1,1199.00,0.00,1199.00,640.00,559.00
SO03615,2024-04-05,P009,R04,C0092,2,99.00,0.10,178.20,68.00,110.20
SO03798,2024-04-05,P006,R05,C0059,1,179.00,0.10,161.10,55.00,106.10
SO00031,2024-04-06,P013,R07,C0092,1,329.00,0.00,329.00,110.00,219.00
SO00336,2024-04-06,P009,R08,C0126,1,99.00,0.00,99.00,34.00,65.00
SO00348,2024-04-06,P005,R05,C0030,1,89.00,0.00,89.00,28.00,61.00
SO01109,2024-04-06,P008,R05,C0122,1,299.00,0.00,299.00,95.00,204.00
SO03712,2024-04-06,P001,R06,C0080,2,699.00,0.05,1328.10,640.00,688.10
SO03921,2024-04-06,P014,R03,C0069,2,499.00,0.00,998.00,360.00,638.00
SO03951,2024-04-06,P001,R04,C0022,2,699.00,0.05,1328.10,640.00,688.10
SO00170,2024-04-07,P016,R05,C0091,5,95.00,0.00,475.00,150.00,325.00
SO02334,2024-04-07,P003,R04,C0163,2,1199.00,0.05,2278.10,1280.00,998.10
SO02568,2024-04-07,P006,R03,C0178,1,179.00,0.05,170.05,55.00,115.05
SO03341,2024-04-07,P002,R03,C0111,2,399.00,0.00,798.00,360.00,438.00
SO03578,2024-04-07,P006,R01,C0165,1,179.00,0.00,179.00,55.00,124.00
SO03677,2024-04-07,P009,R05,C0050,8,99.00,0.00,792.00,272.00,520.00
SO01604,2024-04-08,P008,R08,C0095,1,299.00,0.05,284.05,95.00,189.05
SO01800,2024-04-08,P015,R02,C0040,12,119.00,0.15,1213.80,456.00,757.80
SO01900,2024-04-08,P020,R08,C0058,3,29.00,0.00,87.00,24.00,63.00
SO02273,2024-04-08,P007,R02,C0084,3,129.00,0.05,367.65,126.00,241.65
SO02322,2024-04-08,P019,R06,C0180,5,79.00,0.00,395.00,120.00,275.00
SO03159,2024-04-08,P004,R01,C0055,1,1899.00,0.00,1899.00,980.00,919.00
SO01892,2024-04-09,P019,R05,C0084,2,79.00,0.20,126.40,48.00,78.40
SO02822,2024-04-09,P005,R07,C0151,1,89.00,0.00,89.00,28.00,61.00
SO03271,2024-04-09,P018,R07,C0061,1,89.00,0.05,84.55,28.00,56.55
SO00095,2024-04-10,P013,R08,C0038,1,329.00,0.05,312.55,110.00,202.55
SO00949,2024-04-10,P017,R06,C0017,1,199.00,0.20,159.20,65.00,94.20
SO01217,2024-04-10,P006,R08,C0160,1,179.00,0.05,170.05,55.00,115.05
SO03601,2024-04-10,P016,R04,C0141,1,95.00,0.00,95.00,30.00,65.00
SO03815,2024-04-10,P017,R02,C0075,2,199.00,0.00,398.00,130.00,268.00
SO02569,2024-04-11,P005,R06,C0037,8,89.00,0.10,640.80,224.00,416.80
SO03561,2024-04-11,P020,R01,C0082,2,29.00,0.00,58.00,16.00,42.00
SO03787,2024-04-11,P004,R01,C0088,1,1899.00,0.00,1899.00,980.00,919.00
SO00601,2024-04-12,P019,R05,C0120,1,79.00,0.00,79.00,24.00,55.00
SO00781,2024-04-12,P010,R03,C0159,1,69.00,0.10,62.10,22.00,40.10
SO01369,2024-04-12,P012,R02,C0106,1,49.00,0.05,46.55,14.00,32.55
SO01783,2024-04-12,P011,R06,C0035,3,39.00,0.15,99.45,36.00,63.45
SO01806,2024-04-12,P001,R05,C0083,1,699.00,0.00,699.00,320.00,379.00
SO02547,2024-04-12,P012,R08,C0013,1,49.00,0.10,44.10,14.00,30.10
SO03401,2024-04-12,P001,R03,C0108,1,699.00,0.05,664.05,320.00,344.05
SO00006,2024-04-13,P006,R01,C0055,1,179.00,0.10,161.10,55.00,106.10
SO00916,2024-04-13,P010,R03,C0018,1,69.00,0.15,58.65,22.00,36.65
SO01138,2024-04-13,P003,R04,C0062,2,1199.00,0.00,2398.00,1280.00,1118.00
SO01325,2024-04-13,P002,R08,C0038,3,399.00,0.00,1197.00,540.00,657.00
SO03215,2024-04-13,P019,R03,C0046,2,79.00,0.05,150.10,48.00,102.10
SO03667,2024-04-13,P016,R02,C0103,1,95.00,0.00,95.00,30.00,65.00
SO03743,2024-04-13,P019,R02,C0113,2,79.00,0.00,158.00,48.00,110.00
SO00911,2024-04-14,P015,R08,C0079,1,119.00,0.00,119.00,38.00,81.00
SO01146,2024-04-14,P013,R06,C0036,5,329.00,0.10,1480.50,550.00,930.50
SO01545,2024-04-14,P012,R06,C0047,8,49.00,0.00,392.00,112.00,280.00
SO01733,2024-04-14,P013,R04,C0136,1,329.00,0.00,329.00,110.00,219.00
